RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
7026132,달래 요리  달래장 레시피,달래장,dudfhr79,평범한흔남,512,0,1,기타,일상,채소류,밑반찬,달래장 레시피 입니다.,[재료] 달래 80 g  [양념장] 간장 4 T | 물 4 T | 고춧가루 1 T | 다진마늘 1 T | 미림 1 T | 들기름 1 T | 통깨 1 T ,4인분,아무나,15분이내,20240511211923,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/7b64e0b4911a138b59ae31fb8da891431.jpg
7026133,두부과자,두부과자,70040967,Cholong Kim,108,0,0,굽기,초스피드,밀가루,과자,참깨와 두부와 밀가루로 만든 두부과자입니다. 고소하고 담백해요.,[재료] 통깨 1/4 스푼 | 두부 1/4 모 | 밀가루 8 스푼 ,2인분,초급,30분이내,20240511212006,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/02db47650c97fe57a0b14c99adb8b81a1.jpg
7026134, 건강한 레몬 블루베리 쥬스,레몬블루베리주스,46137766,요플래,259,0,0,기타,일상,과일류,차/음료/술,집에 레몬과 블루베리가 있어서 만들어 봤어요. 쉬워서 누구나 할수 있으니 한번 만들어 보세요,[재료] 레몬 1 개 | 블루베리 1/2 컵 (머그컵 기준으로)| 물 1 컵 ,1인분,아무나,10분이내,20240511213758,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/29f36d6c82faddb450eddce9e99ad7d11.jpg
7026135,볶은깨가루 미나리나물무침!,미나리무침,37279613,왕눈이의맛있는이야기,326,0,9,무침,초스피드,채소류,밑반찬,중금속배출 나트륨배출에 좋은 미나리를 들깨가루를 넣어서 고소한 나물무침을 만들어봤어요 ,[재료] 미나리 400~500 g | 대파  조금 (흰부분)| 소금 1 작은술 (데칠때) [양념] 볶은 깨가루 2~3 큰술 | 다진마늘 1 작은술 | 가는 소금 1 티스푼 (맛소금)| 참기름 1.5 큰술 ,4인분,아무나,10분이내,20240511215326,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/04/61d7b00719e8a2f12099b7db5abbf1bc1.jpg
7026136,머쉬마루버섯볶음,머쉬마루버섯볶음,34313140,그미네,332,0,3,볶음,일상,버섯류,밑반찬,송이버섯의 아삭한 식감과 새송이보다 단맛이 더 나고 부드럽게 잘 찢어지는 머쉬마루버섯. 고물가 시대에 착한 가격으로 한 끼 뚝딱할 수 있는 머쉬마루버섯볶음 만들어봐요,[재료] 머쉬마루버섯 1 봉지 (솔질 후 230g)| 양파 1/2 개 | 당근 1/4 개 | 청양고추 2 개  [양념] 죽염 1/3 t | 식용유 1 T | 참기름 1/2 T | 통깨 1 t ,4인분,초급,30분이내,20240511220140,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/71cfa757a04c169e81eb3561215766bc1.jpg
7026137,국물 땡길때 동대문 닭한마리 칼국수 집에서 만들기,닭한마리칼국수,83209589,요리하는애승이,1337,0,7,끓이기,손님접대,닭고기,국/탕,비오는날 국물요리가 땡길때! 깔끔한 국물의 동대문 닭한마리 칼국수를 집에서 만들어보세요. 소스 레시피까지 알려드릴게요.,[재료(닭2Kg기준)] 생 닭 2 kg | 맛술 2 T | 알배기 배추 1/2 개 | 마늘 10 개 | 대파 2 대 | 양파 1 개  [소스 재료] 부추 1/2 단 | 양파 1/2 개 | 고춧가루 5 T | 진간장 2.5 T | 멸치액젓 1.5 T | 식초 1 T | 물 1 T | 다진마늘 1 T | 설탕 0.5 T | 참소스 300 g  [남은야채 겉절이] 남은 야채   | 양파 1/2 개 | 고춧가루 3 T | 식초 2 T | 참기름 2 T | 다진마늘 1 T | 진간장 1 T | 멸치액젓 1 T | 설탕 1 T | 통깨 1 T ,5인분,초급,90분이내,20240511222052,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/d81687d78f2405c487f027df0ffe4bc31.jpg
7026138,소고기 김밥 만들기 소불고기 콩나물 김밥 가정의달 도시락 추천,소고기김밥,65381760,커피향기쿠킹스튜디오,412,0,1,기타,도시락,채소류,밥/죽/떡,콩나물로 새로운 요리를 만들어야겠다고 생각하고 김밥에 콩나물을 넣었더니 아삭한 맛이 제대로였어요. 콩나물 싫어하는 분은 없어서 콩나물 김밥도 맛있게 먹을 수 있어요. 콩나물이 지저분해지지 않도록 각각으로 김에 말아서 김밥을 말았더니 훨씬 더 예쁜 김밥이 나왔어요.,[재료(큰술15 ml 작은술5ml)] 소고기 100 g | 콩나물 1 봉지 (300g)| 참치액젓 1 큰술 | 마늘 1 큰술 | 참기름 1 큰술 | 김 5 장 | 당근 20 g | 소금 1 작은술 | 계란 4 개 | 식용유  조금 | 소금  조금 | 후추  조금 | 참기름  넉넉히 | 통깨  조금  [불고기 양념] 진간장 1 큰술 | 맛술 1 큰술 | 후추   | 참기름   ,2인분,초급,60분이내,20240511224017,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/7703e1078a05d98586993a2778ff8f501.jpg
7026139,딸기샐러드 드레싱만들기 제철과일 채소로 샐러드 만드는법,딸기샐러드,65381760,커피향기쿠킹스튜디오,251,0,0,기타,일상,과일류,디저트,딸기가 제철이라 가격이 아주 좋습니다. 딸기로 라떼를 맛있게 만들어서 잘 먹고 있는데요. 딸기로 드레싱을 만들어서 샐러드로 만들어 먹으면 봄이 온것을 느낄 수 있습니다.,[재료(1큰술 15ml)] 딸기 1 팩 (150g)| 레몬 3 큰술 | 올리브유 2 큰술 | 소금  조금 | 후추  조금 | 꿀 2 큰술 | 모짜렐라치즈 20 g | 상추 3~4 장 | 바나나 1 개 | 어린잎채소 1 팩 | 치커리  약간 (선택 또는 푸른채소),3인분,초급,30분이내,20240511225316,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/4aec3d9065f6ccf801dcfbc27b2c03411.jpg
7026140,상큼한 양파 부추무침 만드는 방법 / 부추 요리 / 양파 부추 생채 만들기/ 생채 요리 ,양파부추무침,10014613,리디아의요리조리집밥,702,0,2,무침,일상,채소류,밑반찬,돼지고기  닭고기  오리고기 등 기름기가 있는 육류 음식들을 먹을 때는 부추에 양파넣어 생채무침을 만들어 곁들여 먹고 있습니다. 새콤달콤하고 상큼한 양파 부추무침 만드는 법을 소개하겠습니다.,[재료] 부추 300 g | 양파 1 개 (중) [양념재료] 고추가루 3 큰술 | 진간장 1 큰술 | 참치 액 1 큰술 | 스테비아 설탕 1/2 큰술 | 다진 마늘 1 큰술 | 식초 1 큰술 | 참기름 1 큰술 | 통깨 1 큰술 ,4인분,아무나,30분이내,20240511225403,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/11/3c8bc7ecd6d82c5945e706c5c77a15c01.jpg
7026141,느타리버섯볶음 간단한 밑반찬 요리,느타리버섯볶음,cheonsa12,요리재능발견,553,0,5,볶음,일상,버섯류,밑반찬,버섯은 몸에 좋은 것은 알지만 사놓고 활용을 잘 못해 전골요리하고 조금 남아서 쫄깃한 식감이 매력인 느타리버섯볶음 만들었어요 느타리버섯은 100g에 25kcal으로 칼로리가 낮으며 대장 내에서 콜레스테롤 등 지방의 흡수를 방해하여 비만을 예방해 준다고 합니다 느타리버섯은 다이어트에도 좋은 식품이지요 신선한 느타리버섯은 갓의 표면이 약간 회색빛이 돌며 갓 뒷면의 빗살무늬가 뭉그러지지 않고 선명하며 흰 빛을 띤 다고 합니다 가족의 건강을 위해 느타리 버섯으로 요리를 만들어 보세요 ,[재료] 느타리 버섯 120 g | 양파 1/4 개 | 당근  조금 | 대파  조금 | 청고추 1 개 (or 청양고추) [양념] 굴 소스 1 스푼 | 다진 마늘 1/2 스푼 | 소금   (간 보고)| 후춧가루 톡톡톡  | 통깨 1/2 스푼 | 참기름 1/2 스푼 ,3인분,아무나,,20240512001443,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/10/13c55952802cea332881bff865e33dc01.png
7026142,양배추사과샐러드  사과양배추샐러드 만들기 & 발사믹식초드레싱  발사믹소스 만들기,양배추사과샐러드,kkokkobook,꼬꼬부기,1027,0,5,무침,일상,채소류,샐러드,요즘 저녁을 과하게 먹다 보니 관리를 좀 해야되겠더라고요. 그래서 오늘은 상큼하게 양배추를 활용해 샐러드를 만들어 보았는데요. 사과를 넣어서 상큼한 사과양배추샐러드를 만들어 보았어요. 그리고 발사믹식초드레싱으로 상큼함을 살려 보았어요. ,[재료] 양배추 100 g | 사과 1/2 개  [발사믹식초드레싱] 발사믹식초 2 T | 올리브유 2 T | 꿀 1 T | 소금 2 꼬집 | 후춧가루   ,1인분,초급,15분이내,20240512014528,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/994df20f3fdd75ee26b86da35317f4d71.jpg
7026143,간단하게 만들 수있는 밥도둑 계란 장,계란장,42231915,청담거사,89,0,3,조림,일상,달걀/유제품,국/탕,간단하게 만들 수있는 밥도둑 계란 장,[재료] 계란 1 판  [양념] 물 1 대접 | 다진마늘 1 수저 | 다진생강 1/2 스푼 | 소주 1/2 컵 | 간장 1 컵 | 설탕 1 수저 | 참치액젓 2 수저 ,,초급,,20240512064957,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/1c5de4d2faf18294bb513bef3d5ed0b01.jpg
7026144,#간장게장요리 #김장김치요리 #게국지만들기 #초간단하게만드는게국지 #간장게장간장활용,게국지,kstencil,강철새잎,1639,0,1,끓이기,일상,해물류,찌개,일상먹거리. 간장돌게장이 남았는데  그것만 먹어도 충분하기는 하죠. 그런데 김장김치가 너무 익어서 매번 김치찌개를 할 수도 없고  김치국을 할 수도 없으니 다른 방법을 생각하다가 게국지가 생각이 났습니다.  간장게장의 간장과 돌게장을 넣고 김치 넣어서 끓이는 초간단 게국지이지요. ㅎㅎ  원래 정통적으로 게국지를 만드는 방법은 절대로 아닙니다. 하지만  게국지맛을 비슷하게나마 만들어서 맛볼 수 있다라는 것!!!  서해쪽에 가면 게국지집들이 즐비하지만  맛을 본 결과로는 그냥 꽃게탕에 김치를 넣은 느낌이였습니다. 그런 맛이 아닌디~~~ 간장게장의 간장이 들어가서 끓여낸 김치찌개 맛인디 ㅎㅎㅎㅎ   남은 돌게장으로 만든 게국지!! 간단하게 만들어서 묵었습니다.,[재료] 김장김치 1/2 포기 | 간장돌게장 2 개 | 간장게장국물 3 국자 | 김칫국물 1 국자 | 다진마늘 2 큰술 | 썬 파 3 큰술 | 물 300 ml ,4인분,아무나,30분이내,20240512080043,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/3a303e48027a1cf9d2a305b6133cc6751.jpg
7026145,향긋한 쑥갓나물 레시피 면역강화와 알레르기 완화에 효과적,쑥갓나물,60591953,텃밭아작고요리,146,0,2,무침,일상,채소류,메인반찬,텃밭아작고 밭에 쑥갓 씨를 줄 파종 했더니 쑥쑥 자라서 뿌리는 옮겨 심고  줄기와 잎으로 나물했어요. 끓은소금물에 데쳐서 맛소금  다진마늘  참기름  통깨로 나물요리했어요. ,[쑥갓나물 재료] 쑥갓 194 g (데친후 무게)| 물 1 냉면기 (데침용)| 굵은소금 1 숟가락 (데침용)| 다진마늘 1 숟가락 | 참기름 1 숟가락 | 맛소금 1/2 숟가락 | 볶은통깨 1 숟가락 ,4인분,초급,30분이내,20240512082407,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/ccc80b01e8284df0e78043891ac3fe9f1.jpg
7026146,[오이참외샐러드] 상큼함의 끝판왕 오이참외샐러드,오이참외샐러드,93451839,싱글의한끼,465,0,8,무침,일상,채소류,샐러드,오이가 제철이라 많이 먹고 싶은데 흔한 피클이나 오이소박이 말고 한끼로 채울 수 있는 게 없을까 고민했어요. 그러다 오이만 샐러드로 하면 심심할 것 같아 단맛을 담당할 참외를 넣기로 ㅎㅎ 과채류 오이의 상큼함에 참외의 아삭함까지 더하고... 거기다 래디시의 맵싸한 맛까지 더해지면... 히야~~~ 고급지다 고급져!,[재료] 오이 1 개 | 참외 1 개 | 래디시 1 개  [드레싱 재료] 그릭요거트 2 tbsp | 올리브유 1 tbsp | 레몬즙 1 tsp | 딜   | 소금   | 후추   ,1인분,초급,,20240512082638,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/09/643163aa523bb22aa525694f6f28309e1.jpg
7026147,당근라페 만들기 당근샐러드 다이어트 당근 요리,당근라페,77721145,써지니,1896,0,3,절임,일상,채소류,샐러드,종종 다이어트 샐러드가 먹고 싶을 때 손쉽게 만들수 있는 당근 요리로 당근샐러드 당근라페를 만들어 식빵 샌드위치를 만들 때 당근라페를 속 재료로 넣어 먹거나 밥을 먹기 간식으로 당근라페를 먹고 있어요.,[재료] 당근 4 개 (손질 후 393g)| 홀그레인 머스터드 2 큰술 | 올리브오일 2 큰술 | 레몬즙 2 큰술 | 알룰로스 1 큰술  [당근 절이기] 소금 0.8 작은술 ,6인분이상,아무나,30분이내,20240512083133,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/4d49bd55ee410a0f8fd0c12d164e6caa1.jpg
7026148,영덕 물가자미 미주구리 회 /간단하게 회 무침 만들기/ 가자미 요리,물가자미회무침,0807twins,배고픈엄마,1137,0,1,무침,일상,해물류,메인반찬,영덕 물가자미  미주구리 회  간단하게 회 무침 만들기  가자미 요리,[재료] 미주구리 회 300 g | 마트 초고추장 5 큰술 | 매실청 1 큰술 | 참기름 1 큰술 | 통깨 1 큰술 | 당근 1/2 개 | 무   (당근 크기와 비슷하게)| 상추 1 줌 ,,초급,,20240512100007,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/dd87ab1e76a42cc09b66717f8bf56fe21.jpg
7026149,[곤드레밥] 초보도 맛있게 만드는 곤드레나물밥 레시피,곤드레밥,93451839,싱글의한끼,297,0,2,끓이기,일상,기타,밥/죽/떡,곤드레밥은 그냥 보기만해도 건강해지는 느낌이 들죠. 곤드레는 5~6월이 제철이라 지금 딱 드시기 좋습니다. 초보도 뚝딱 쉽게 만들 수 있지만 밥맛은 여느 맛집 못지않은 곤드레밥 레시피입니다 :),[재료] 건조 곤드레 30 g | 감자 2 개 | 쌀 3 컵  [양념장] 진간장 1 tbsp | 국간장 1 tbsp | 요리당 1 tsp | 마늘 1 tsp | 검은 통깨 1 tsp | 대파   | 참기름   ,3인분,초급,30분이내,20240512100444,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/09/0eacdb82365cb384f154d0e23d68ae071.jpg
7026150,편스토랑 류수영 두부김치 만드는법 어남선생 두부 김치볶음 레시피,두부김치,77721145,써지니,6694,0,164,기타,일상,기타,메인반찬,평소 볶음 김치에 따뜻한 두부와 함께 먹는 걸 좋아하여 종종 저녁 상에 올리다가 이번에는 야식으로 먹으려고 편스토랑 방송에서 봤던 류수영 님 두부김치를 만들었어요.,[재료] 묵은지 400 g | 두부 1 모 (500g)| 들기름 4 큰술 (추가)| 설탕 1 큰술 | 진간장 0.5~1 큰술 | 참치액 0.5~1 큰술 | 식초 2 큰술 (옵션)| 통깨 0.5 솔솔솔 ,3인분,아무나,,20240512103153,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/778cf4aad2c2a5f11d9644fdefa9c4361.jpg
7026151,애호박 양파 볶음,애호박양파볶음,laurenrr,뿡씨스터즈,387,0,28,볶음,초스피드,채소류,밑반찬,맛도 좋고 몸에도 좋은 부드러운 식감을 자랑하는 애호박 양파 볶음 만들어 볼게요,[애호박 양파 볶음 재료] 애호박 1 개 | 양파 1/2 개 | 올리브 오일  적당히 | 새우젓 1 큰술 | 깨  조금 ,2인분,아무나,10분이내,20240512112105,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/d43e707a376fb18960feb45c7ea6689b1.jpg
7026152,냉동굴비 손질하는 법 굴비와 조기 차이점 굴비 세는 단위 두름,냉동굴비손질법,aspasia2,콩설기,1880,0,10,기타,일상,해물류,기타,간단하게 구워 먹기 좋은 생선이지만 냉동굴비 손질하는 법을 모르고 그냥 굽는다면 비늘과 내장 때문에 맛있게 먹지 못하고 좋은 생선을 버릴 수 있으니 손질법은 알고 구워야겠죠. 오늘은 굴비 손질법에 대해 자세히 알려 드릴게요.,[재료] 굴비   (냉동),1인분,아무나,30분이내,20240512113304,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/e6f44e72fbb38afd1644343f0594e6df1.jpg
7026153,사라다빵 ) 추억의 사라다빵~ 간단하지만 맛있는 간식,사라다빵,74418590,유주니네cooking,266,0,3,기타,간식,달걀/유제품,빵,어릴때 즐겨먹던 사라다빵~^^ 속 빵빵하게 채워 한 입 크게 먹으면 더~ 맛있어요,[재료] 빵 3~4 개 | 삶은달걀 5 알 | 비엔나소세지 10 개 (소)| 맛살 3 개  [양념] 마요네즈 2~3 큰술 | 케찹 2 큰술 | 후추  조금 | 파슬리가루  조금 (생략가능),3인분,아무나,30분이내,20240512115927,https://recipe1.ezmember.co.kr/cache/recipe/2024/02/23/573f51d73a21058db285440bad381a5d1.jpg
7026154,무말랭이 마늘종장아찌!,마늘쫑장아찌,37279613,왕눈이의맛있는이야기,356,0,6,절임,일상,채소류,밑반찬,제철인 마늘종에 무말랭이를 추가해서 간장장아찌를 만들어봤어요,[재료] 마늘종 1 kg | 무말랭이 300 g  [양념(종이컵기준)] 양조간장 2 컵 | 양조식초 2 컵 | 설탕 2 컵 | 올리고당 3~4 큰술 | 물 2~3 컵 ,6인분이상,아무나,30분이내,20240512120929,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/10/6ce86d7574a080da98f26755a983c0631.jpg
7026155,돼지고기 김치찜 만들기 쉬운 레시피 손님 초대요리 술안주로 좋아요,돼지고기김치찜,aspasia2,콩설기,1094,0,10,찜,술안주,돼지고기,메인반찬,가끔 술안주 메뉴를 주문하시는 손님이 우리 집에 있어요. 한동안 잠잠했는데 갑자기 돼지고기 앞다리살을 이용한 김치찜이 드시고 싶답니다. 주문도 참 디테일하다. 오늘은 맛있는 돼지고기 김치찜을 만들어 봅니다.,[재료] 돼지고기 앞다리살 3 근 | 신김치 1 포기 | 대파 3 대 | 양파 1 개 | 청양고추 3~4 개 | 다진마늘 3 T | 설탕 6 T (김치의 신 정도에 따라 가감하세요.)| 된장 2 T ,4인분,아무나,2시간이내,20240512132637,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/109fa9448a19fee6fbef575de86036e51.jpg
7026156,초간단 도토리전,도토리전,jylhee070467,밥심은국력,332,0,2,부침,일상,가공식품류,메인반찬,초간단 도토리전,[재료] 도토리가루 1/2 컵 | 튀김가루 1 큰술 | 감자전분가루 1 큰술 | 참치액젓 1 큰술 | 물 1/2 컵 | 당근채  약간 | 부추  약간 | 부침용 기름  약간 ,,초급,,20240512132703,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/65a0c8a4d68cd62f083bd211a72c27691.jpg
7026157,알토란 오이냉국 궁셰프 레시피,오이냉국,jylhee070467,밥심은국력,1450,0,5,절임,일상,채소류,국/탕,알토란 오이냉국 궁셰프 레시피,[재료] 청오이 2 개 | 토마토 2 개 | 시판 보리음료 500 ml | 얼음  약간 | 쪽파  약간 | 통깨  약간 ,,초급,,20240512132854,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/2a50e1c0520bb7d05ac7d9e9b269b7e51.jpg
7026159,소고기장조림,소고기장조림,95059295,아들과엄마의요리노트,7839,0,10,조림,일상,소고기,메인반찬,고기를 좋아하는 10살 아들이 주문한 소고기장조림입니다. 아직 편식을 하는 아들에 맞춘 요리법이라 많은 재료가 들어가지 않고 간단해요.,[재료] 소고기 300 g (양지)| 양파 1/2 개 | 대파 1/2 뿌리 | 말린표고 1/2 줌  [양념] 간장 1/3 종이컵 | 맛술 1/4 종이컵 | 설탕 1/4 종이컵 | 물 1.5 종이컵 ,2인분,초급,60분이내,20240512142657,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/9665beec89b2bd1865370d152ea31bd21.jpg
7026162,고사리(밥) 참조기조림!,참조기조림,37279613,왕눈이의맛있는이야기,301,0,6,조림,일상,해물류,찌개,시장에 갔다가 햇고사리를 꺽어 삶아온것을 팔기에 어렸을적 좋아했던 참조기와 조림했던것을 먹었던 기억으로 만들어봤어요 햇고사리가 아닌 삶은고사리로 이용하셔도 되세요,[재료] 참조기 5~6 마리 (작은것)| 삶은 고사리 300 g | 무 1/2 개 | 청양고추 2~3 개 | 대파 1 개  [양념] 진간장 4~5 큰술 | 고추가루 2 큰술 | 다진마늘 1 큰술 | 올리고당 1~2 큰술 | 설탕  조금 | 생강술 2 큰술 (맛술)| 후추가루  조금 ,4인분,아무나,60분이내,20240512150151,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/05/ee20ef10b24f9e66731f5c8955d162431.jpg
7026163,명란계란말이 (계란말이 부드럽게 만들기 계란반찬 단백질풍부),명란계란말이,45835234,ariel1007,174,0,3,부침,영양식,달걀/유제품,밑반찬,면역력 약해지기 쉬운 요즘 반찬으로 너무 좋은 계란레시피입니다 명란젓까지 넣어 영양도 높이고 맛도 높이는 반찬입니다,[재료] 계란 4 개 | 백명란젓 2 개 | 물 4 스푼 | 식용유 2 스푼 ,3인분,초급,10분이내,20240512151450,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/b195fe36054c6b0fd63c5bb87d0fd4d81.jpg
7026164,땅콩크림라떼 만들기,땅콩크림라떼,hyuni525,효니,4648,0,3,기타,일상,달걀/유제품,차/음료/술,오늘은 땅콩버터를 사용해 만든 음료인 땅콩크림라떼를 소개할게요!,[땅콩크림베이스재료] 동물성 휘핑크림 60 g | 땅콩버터 18 g  [재료] 얼음  적당량 | 우유 110 ml | 에스프레소 2 샷 | 견과류  약간 (생략가능),1인분,아무나,10분이내,20240512152905,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/b35df983eb91ab93ff4bcfbf88a92bc81.jpg
7026165,꽈리고추 계란장조림 레시피,꽈리고추계란장조림,cane1,나랑노랑,925,0,3,조림,일상,달걀/유제품,밑반찬,단백하고 짭쪼롬한 장조림이 있으면 반찬이 없을 때 든든합니다. 마침 할인하는 달걀을 구매해 일주일 반찬으로 꽈리고추 계란장조림을 만들었어요. 백종원 레시피를 참고해 쉽고 맛있게 만든 장조림이에요. 밑반찬으로 맛과 영양을 함께 챙겨 보세요.,[재료] 삶은달걀 12 개 | 통마늘 10 개 | 꽈리고추 100 g | 청양고추 1 개 | 다시마   (자른) [양념] 물 2 컵 (500ml)| 진간장 150 ml | 황설탕 3 T | 물엿 1 T ,6인분이상,초급,30분이내,20240512160814,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/12/9cdc53450fcf0ad0610857076099a3621.jpg
7026166,초간단 마라샹궈!,마라샹궈,37279613,왕눈이의맛있는이야기,427,0,6,볶음,초스피드,채소류,메인반찬,딸랑구가 먹고싶다고 노래를 부르기에 새로나온 소스로 간단하게 만들어봤어요,[재료] 대패삼겹살 200 g | 숙주 200 g | 팽이버섯 1/2 개 | 대파 1/2 개 | 편마늘  조금  [양념] 마라샹궈소스 1 팩 (시판용)| 진간장 1 큰술 | 올리고당 1 큰술 | 통깨  조금 ,2인분,아무나,10분이내,20240512170314,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/07/9f956f5713f190cb47775d2959ebe99a1.jpg
